"Date","Price","Open","High","Low","Vol.","Change %"
"01/11/2022","469.75","465.23","469.85","462.05","74.30M","0.91%"
"01/10/2022","465.51","462.70","465.74","456.60","119.36M","-0.12%"
"01/07/2022","466.09","467.95","469.20","464.65","85.11M","-0.40%"
"01/06/2022","467.94","467.89","470.82","465.43","86.86M","-0.09%"
"01/05/2022","468.38","477.16","477.98","468.28","104.54M","-1.92%"
"01/04/2022","477.55","479.22","479.98","475.58","71.18M","-0.03%"
"01/03/2022","477.71","476.30","477.85","473.85","72.67M","0.58%"
"12/31/2021","474.96","475.64","476.86","474.67","65.24M","-0.25%"
"12/30/2021","476.16","477.93","479.00","475.67","55.33M","-0.28%"
"12/29/2021","477.48","476.98","478.56","475.92","54.50M","0.13%"
"12/28/2021","476.87","477.72","478.81","476.06","47.27M","-0.08%"
"12/27/2021","477.26","472.06","477.31","472.01","56.81M","1.42%"
"12/23/2021","470.60","468.75","472.19","468.64","56.44M","0.62%"
"12/22/2021","467.69","462.79","467.81","462.58","58.89M","1.00%"
"12/21/2021","463.06","458.61","463.21","456.31","69.81M","1.78%"
"12/20/2021","454.98","454.48","455.40","451.14","107.13M","-1.06%"
"12/17/2021","459.87","461.55","464.74","458.06","135.64M","-1.41%"
"12/16/2021","466.45","472.57","472.87","464.80","116.57M","-0.88%"
"12/15/2021","470.60","463.42","470.86","460.74","116.90M","1.56%"
"12/14/2021","463.36","463.09","465.74","460.25","97.26M","-0.69%"
"12/13/2021","466.57","470.19","470.56","466.27","87.72M","-0.89%"
"12/10/2021","470.74","469.23","470.90","466.51","77.16M","0.94%"
"12/09/2021","466.35","468.15","469.63","466.14","61.27M","-0.68%"
"12/08/2021","469.52","468.70","470.00","466.83","72.24M","0.26%"
"12/07/2021","468.28","464.41","468.88","458.65","95.48M","2.07%"
"12/06/2021","458.79","456.13","460.79","453.56","98.98M","1.18%"
"12/03/2021","453.42","459.17","460.30","448.92","137.33M","-0.87%"
"12/02/2021","457.40","450.73","459.07","450.31","127.64M","1.53%"
"12/01/2021","450.50","461.64","464.67","450.29","132.49M","-1.11%"
"11/30/2021","455.56","462.00","464.03","455.30","148.56M","-1.95%"
"11/29/2021","464.60","464.07","466.56","461.73","86.27M","1.23%"
"11/26/2021","458.97","462.34","463.90","457.77","112.67M","-2.23%"
"11/24/2021","469.44","466.06","469.57","465.19","61.86M","0.27%"
"11/23/2021","468.19","467.22","469.10","464.45","73.21M","0.13%"
"11/22/2021","467.57","470.89","473.54","467.35","72.76M","-0.28%"
"11/19/2021","468.89","469.61","470.94","468.50","57.32M","-0.18%"
"11/18/2021","469.73","469.24","470.01","466.34","50.63M","0.34%"
"11/17/2021","468.14","469.00","469.19","467.48","47.86M","-0.24%"
"11/16/2021","469.28","467.15","470.49","467.07","48.86M","0.40%"
"11/15/2021","467.43","468.64","468.81","466.23","46.98M","0.03%"
"11/12/2021","467.27","465.12","467.86","464.11","53.47M","0.75%"
"11/11/2021","463.77","465.21","465.29","463.75","34.85M","0.03%"
"11/10/2021","463.62","465.58","467.38","462.04","69.43M","-0.80%"
"11/09/2021","467.38","469.32","469.57","465.88","51.15M","-0.33%"
"11/08/2021","468.93","469.70","470.23","468.20","50.41M","0.09%"
"11/05/2021","468.53","469.28","470.65","466.92","66.39M","0.35%"
"11/04/2021","466.91","465.36","467.00","464.99","52.85M","0.47%"
"11/03/2021","464.72","461.30","465.15","460.83","52.51M","0.61%"
"11/02/2021","461.90","460.22","462.23","460.08","48.91M","0.40%"
"11/01/2021","460.04","460.30","460.70","458.20","48.43M","0.17%"
"10/29/2021","459.25","455.87","459.56","455.56","70.16M","0.20%"
"10/28/2021","458.32","455.46","458.40","455.45","51.44M","0.96%"
"10/27/2021","453.94","456.45","457.16","453.86","72.44M","-0.44%"
"10/26/2021","455.96","457.20","458.49","455.56","56.08M","0.09%"
"10/25/2021","455.55","454.28","455.90","452.39","45.21M","0.54%"
"10/22/2021","453.12","453.13","454.67","451.05","58.85M","-0.10%"
"10/21/2021","453.59","451.77","453.83","451.31","41.31M","0.26%"
"10/20/2021","452.41","451.13","452.73","451.01","49.57M","0.39%"
"10/19/2021","450.64","448.92","450.71","448.27","47.00M","0.77%"
"10/18/2021","447.19","443.97","447.55","443.27","62.21M","0.30%"
"10/15/2021","445.87","444.75","446.26","444.09","66.26M","0.76%"
"10/14/2021","442.50","439.08","442.66","438.58","70.24M","1.68%"
"10/13/2021","435.18","434.71","436.05","431.54","72.97M","0.36%"
"10/12/2021","433.62","435.67","436.10","432.78","71.18M","-0.25%"
"10/11/2021","434.69","437.16","440.26","434.62","65.23M","-0.72%"
"10/08/2021","437.86","439.48","439.89","437.19","74.56M","-0.18%"
"10/07/2021","438.66","438.39","441.68","438.20","72.44M","0.86%"
"10/06/2021","434.90","429.27","435.12","427.54","113.03M","0.42%"
"10/05/2021","433.10","430.24","435.49","429.39","90.68M","1.04%"
"10/04/2021","428.64","433.00","433.96","426.36","128.57M","-1.29%"
"10/01/2021","434.24","430.98","436.03","427.23","129.24M","1.19%"
"09/30/2021","429.14","436.02","436.77","428.78","140.51M","-1.22%"
"09/29/2021","434.45","435.19","437.04","433.85","82.33M","0.17%"
"09/28/2021","433.72","439.69","440.04","432.94","130.44M","-2.02%"
"09/27/2021","442.64","442.81","444.05","441.90","61.37M","-0.29%"
"09/24/2021","443.91","441.44","444.67","441.21","62.09M","0.16%"
"09/23/2021","443.18","439.85","444.89","439.60","76.40M","1.22%"
"09/22/2021","437.86","436.05","440.03","433.75","102.35M","0.98%"
"09/21/2021","433.63","436.53","437.91","433.07","92.53M","-0.09%"
"09/20/2021","434.04","434.88","436.56","428.86","166.45M","-1.67%"
"09/17/2021","441.40","444.92","445.37","441.02","118.43M","-1.29%"
"09/16/2021","447.17","447.32","448.36","444.02","77.79M","-0.16%"
"09/15/2021","447.88","444.62","448.41","443.44","78.79M","0.84%"
"09/14/2021","444.17","448.12","448.34","443.22","78.20M","-0.54%"
"09/13/2021","446.58","448.64","448.92","444.11","83.74M","0.26%"
"09/10/2021","445.44","451.04","451.49","445.31","89.95M","-0.79%"
"09/09/2021","448.98","450.70","452.57","448.72","57.97M","-0.43%"
"09/08/2021","450.91","450.89","451.67","448.86","56.18M","-0.12%"
"09/07/2021","451.46","452.71","452.81","450.74","51.67M","-0.36%"
"09/03/2021","453.08","451.98","453.63","451.55","47.23M","-0.02%"
"09/02/2021","453.19","453.32","454.05","451.91","42.83M","0.31%"
"09/01/2021","451.80","452.56","453.11","451.55","48.72M","0.05%"
"08/31/2021","451.56","452.13","452.49","450.92","59.30M","-0.15%"
"08/30/2021","452.23","450.97","453.07","450.71","48.36M","0.44%"
"08/27/2021","450.25","447.12","450.65","447.06","77.24M","0.89%"
"08/26/2021","446.26","448.61","448.86","446.16","57.83M","-0.59%"
"08/25/2021","448.91","448.17","449.46","447.77","40.53M","0.21%"
"08/24/2021","447.97","447.97","448.54","447.42","38.74M","0.16%"
"08/23/2021","447.26","445.16","448.23","443.44","54.97M","0.88%"
"08/20/2021","443.36","440.23","443.71","439.71","72.01M","0.80%"
"08/19/2021","439.86","436.27","441.14","436.12","92.81M","0.15%"
"08/18/2021","439.18","442.96","444.62","438.92","89.35M","-1.09%"
"08/17/2021","444.04","444.24","444.96","440.85","92.67M","-0.66%"
"08/16/2021","446.97","444.53","447.11","442.87","73.93M","0.24%"
"08/13/2021","445.92","445.59","445.94","445.07","39.47M","0.18%"
"08/12/2021","445.11","443.62","445.26","442.66","38.94M","0.30%"
"08/11/2021","443.78","443.82","443.88","442.62","44.03M","0.25%"
"08/10/2021","442.68","442.61","443.44","441.88","43.34M","0.12%"
"08/09/2021","442.13","442.46","442.80","441.31","41.22M","-0.08%"
"08/08/2021","442.49","442.49","442.49","442.49","","0.00%"
"08/07/2021","442.49","442.49","442.49","442.49","","0.00%"
"08/06/2021","442.49","442.10","442.94","441.80","46.93M","0.17%"
"08/05/2021","441.76","440.22","441.85","439.88","38.97M","0.63%"
"08/04/2021","438.98","439.78","441.12","438.73","46.73M","-0.49%"
"08/03/2021","441.15","438.44","441.28","436.10","58.05M","0.81%"
"08/02/2021","437.59","440.34","440.93","437.21","58.78M","-0.21%"
"07/30/2021","438.51","437.91","440.06","437.77","68.95M","-0.49%"
"07/29/2021","440.65","439.81","441.80","439.81","47.44M","0.41%"
"07/28/2021","438.83","439.68","440.30","437.31","52.47M","-0.04%"
"07/27/2021","439.01","439.91","439.94","435.99","67.40M","-0.46%"
"07/26/2021","441.02","439.31","441.03","439.26","43.72M","0.25%"
"07/23/2021","439.94","437.52","440.30","436.79","63.77M","1.03%"
"07/22/2021","435.46","434.74","435.72","433.69","47.88M","0.21%"
"07/21/2021","434.55","432.34","434.70","431.01","64.72M","0.81%"
"07/20/2021","431.06","425.68","432.42","424.83","99.61M","1.43%"
"07/19/2021","424.97","426.19","431.41","421.97","147.99M","-1.48%"
"07/16/2021","431.34","436.01","436.06","430.92","75.87M","-0.78%"
"07/15/2021","434.75","434.81","435.53","432.72","55.13M","-0.34%"
"07/14/2021","436.24","437.40","437.92","434.91","64.13M","0.15%"
"07/13/2021","435.59","436.24","437.84","435.31","52.91M","-0.34%"
"07/12/2021","437.08","435.43","437.35","434.97","52.89M","0.36%"
"07/09/2021","435.52","432.53","435.84","430.71","76.24M","1.07%"
"07/08/2021","430.92","428.78","431.73","427.52","97.60M","-0.81%"
"07/07/2021","434.46","433.66","434.76","431.51","63.55M","0.35%"
"07/06/2021","432.93","433.78","434.01","430.01","68.71M","-0.18%"
"07/05/2021","433.72","433.72","433.72","433.72","","0.00%"
"07/04/2021","433.72","433.72","433.72","433.72","","0.00%"
"07/03/2021","433.72","433.72","433.72","433.72","","0.00%"
"07/02/2021","433.72","431.67","434.10","430.52","57.70M","0.76%"
"07/01/2021","430.43","428.87","430.60","428.80","53.44M","0.55%"
"06/30/2021","428.06","427.21","428.78","427.18","64.83M","0.08%"
"06/29/2021","427.70","427.88","428.56","427.13","35.97M","0.05%"
"06/28/2021","427.47","427.17","427.65","425.89","53.16M","0.20%"
"06/25/2021","426.61","425.90","427.09","425.55","58.13M","0.36%"
"06/24/2021","425.10","424.89","425.55","424.62","45.11M","0.59%"
"06/23/2021","422.60","423.19","424.05","422.51","49.45M","-0.12%"
"06/22/2021","423.11","420.85","424.00","420.08","57.70M","0.53%"
"06/21/2021","420.86","416.80","421.06","415.93","72.82M","1.43%"
"06/18/2021","414.92","417.09","417.83","414.70","118.68M","-1.67%"
"06/17/2021","421.97","421.67","423.02","419.32","90.95M","-0.03%"
"06/16/2021","422.11","424.63","424.87","419.92","80.39M","-0.56%"
"06/15/2021","424.48","425.42","425.46","423.54","51.51M","-0.18%"
"06/14/2021","425.26","424.43","425.37","423.10","42.36M","0.22%"
"06/11/2021","424.31","424.20","424.43","422.82","45.57M","0.17%"
"06/10/2021","423.61","422.96","424.63","421.55","51.02M","0.46%"
"06/09/2021","421.65","423.18","423.26","421.41","48.44M","-0.15%"
"06/08/2021","422.28","423.11","423.21","420.32","47.13M","0.02%"
"06/07/2021","422.19","422.59","422.78","421.19","51.56M","-0.10%"
"06/04/2021","422.60","420.75","422.92","418.84","55.94M","0.91%"
"06/03/2021","418.77","417.85","419.99","416.28","58.14M","-0.37%"
"06/02/2021","420.33","420.37","421.23","419.29","49.10M","0.16%"
"06/01/2021","419.67","422.57","422.72","419.20","54.22M","-0.09%"
"05/28/2021","420.04","420.97","421.25","419.79","58.52M","0.18%"
"05/27/2021","419.29","420.17","420.72","418.99","56.71M","0.05%"
"05/26/2021","419.07","418.87","419.61","417.76","43.09M","0.20%"
"05/25/2021","418.24","420.33","420.71","417.62","57.45M","-0.22%"
"05/24/2021","419.17","417.34","420.32","417.08","51.38M","1.02%"
"05/21/2021","414.94","416.87","418.20","414.45","76.58M","-0.08%"
"05/20/2021","415.28","411.80","416.62","411.67","78.02M","1.08%"
"05/19/2021","410.86","406.92","411.05","405.33","106.47M","-0.26%"
"05/18/2021","411.94","415.80","416.06","411.77","59.81M","-0.86%"
"05/17/2021","415.52","415.39","416.39","413.36","65.13M","-0.25%"
"05/14/2021","416.58","413.21","417.49","413.18","82.20M","1.54%"
"05/13/2021","410.28","407.07","412.35","407.02","106.39M","1.20%"
"05/12/2021","405.41","411.23","412.59","404.00","134.81M","-2.12%"
"05/11/2021","414.21","413.10","415.27","410.06","116.89M","-0.89%"
"05/10/2021","417.94","422.50","422.74","417.81","81.85M","-0.99%"
"05/07/2021","422.12","419.89","422.81","419.16","67.73M","0.73%"
"05/06/2021","419.07","415.83","419.21","413.68","74.32M","0.80%"
"05/05/2021","415.75","417.38","417.63","414.94","60.28M","0.03%"
"05/04/2021","415.62","416.07","416.60","411.67","101.59M","-0.62%"
"05/03/2021","418.20","419.43","419.84","417.67","68.13M","0.22%"
"04/30/2021","417.30","417.63","418.54","416.34","85.53M","-0.66%"
"04/29/2021","420.06","420.32","420.72","416.44","78.54M","0.64%"
"04/28/2021","417.40","417.81","419.01","416.90","51.24M","-0.03%"
"04/27/2021","417.52","417.93","418.14","416.30","51.30M","-0.02%"
"04/26/2021","417.61","417.44","418.22","416.81","52.18M","0.21%"
"04/23/2021","416.74","412.87","418.25","412.79","73.28M","1.08%"
"04/22/2021","412.27","415.89","416.78","411.13","97.58M","-0.91%"
"04/21/2021","416.07","411.51","416.29","411.36","66.79M","0.95%"
"04/20/2021","412.17","413.91","415.09","410.59","81.85M","-0.73%"
"04/19/2021","415.21","416.26","416.74","413.79","78.50M","-0.49%"
"04/16/2021","417.26","417.25","417.91","415.73","82.04M","0.33%"
"04/15/2021","415.87","413.74","416.16","413.69","60.23M","1.07%"
"04/14/2021","411.45","412.83","413.96","410.87","61.66M","-0.34%"
"04/13/2021","412.86","411.53","413.53","411.12","56.55M","0.30%"
"04/12/2021","411.64","410.85","411.93","410.20","56.70M","0.04%"
"04/09/2021","411.49","408.39","411.67","408.26","61.10M","0.73%"
"04/08/2021","408.52","407.93","408.58","406.93","57.86M","0.47%"
"04/07/2021","406.59","405.94","406.96","405.45","55.84M","0.12%"
"04/06/2021","406.12","405.76","407.24","405.40","62.02M","-0.06%"
"04/05/2021","406.36","403.46","406.94","403.38","91.68M","1.44%"
"04/01/2021","400.61","398.40","400.67","398.18","99.68M","1.08%"
"03/31/2021","396.33","395.34","398.00","395.31","112.73M","0.41%"
"03/30/2021","394.73","394.42","395.45","393.02","76.26M","-0.27%"
"03/29/2021","395.78","394.40","396.75","392.81","108.11M","-0.05%"
"03/26/2021","395.98","390.93","396.41","390.29","114.41M","1.61%"
"03/25/2021","389.70","385.98","390.55","383.90","116.13M","0.56%"
"03/24/2021","387.52","391.00","392.75","387.47","97.59M","-0.51%"
"03/23/2021","389.50","391.91","393.46","388.66","90.69M","-0.79%"
"03/22/2021","392.59","390.03","394.07","389.97","73.78M","0.80%"
"03/19/2021","389.48","389.88","391.57","387.15","113.62M","-0.51%"
"03/18/2021","391.48","394.48","396.72","390.75","115.35M","-1.45%"
"03/17/2021","397.26","394.53","398.12","393.30","97.96M","0.34%"
"03/16/2021","395.91","397.07","397.83","395.08","73.72M","-0.13%"
"03/15/2021","396.41","394.33","396.69","392.03","73.59M","0.60%"
"03/12/2021","394.06","392.07","394.21","391.20","64.65M","0.13%"
"03/11/2021","393.53","392.23","395.65","391.74","86.25M","1.01%"
"03/10/2021","389.58","389.69","391.40","388.17","109.90M","0.62%"
"03/09/2021","387.17","385.85","389.91","381.73","113.63M","1.43%"
"03/08/2021","381.72","384.66","387.68","381.42","123.15M","-0.50%"
"03/05/2021","383.63","380.46","384.76","372.64","152.04M","1.84%"
"03/04/2021","376.70","381.22","384.00","371.88","183.43M","-1.24%"
"03/03/2021","381.42","385.79","386.83","381.31","119.94M","-1.32%"
"03/02/2021","386.54","389.82","390.07","386.00","79.60M","-0.78%"
"03/01/2021","389.58","385.59","390.92","380.57","105.35M","2.42%"
"02/26/2021","380.36","384.35","385.58","378.23","152.70M","-0.52%"
"02/25/2021","382.33","390.41","391.88","380.78","146.67M","-2.41%"
"02/24/2021","391.77","386.33","392.23","385.27","72.43M","1.10%"
"02/23/2021","387.50","384.66","388.94","380.20","107.28M","0.12%"
"02/22/2021","387.03","387.06","389.62","386.74","67.41M","-0.77%"
"02/19/2021","390.03","392.07","392.38","389.55","83.24M","-0.18%"
"02/18/2021","390.72","389.59","391.51","387.74","59.71M","-0.43%"
"02/17/2021","392.39","390.42","392.66","389.33","52.81M","0.02%"
"02/16/2021","392.30","393.96","394.17","391.53","50.97M","-0.09%"
"02/12/2021","392.64","389.85","392.90","389.77","50.59M","0.49%"
"02/11/2021","390.71","391.24","391.69","388.10","42.91M","0.16%"
"02/10/2021","390.08","392.12","392.28","387.50","59.15M","-0.04%"
"02/09/2021","390.25","389.61","390.89","389.17","35.55M","-0.07%"
"02/08/2021","390.51","389.27","390.56","388.35","38.37M","0.72%"
"02/05/2021","387.71","388.20","388.47","386.14","48.67M","0.39%"
"02/04/2021","386.19","382.96","386.24","381.97","47.14M","1.14%"
"02/03/2021","381.85","382.44","383.70","380.48","52.43M","0.08%"
"02/02/2021","381.55","379.65","383.22","376.32","64.45M","1.41%"
"02/01/2021","376.23","373.72","377.34","370.38","75.82M","1.66%"
"01/29/2021","370.07","375.63","376.67","368.27","126.77M","-2.00%"
"01/28/2021","377.63","376.36","381.93","375.89","94.20M","0.86%"
"01/27/2021","374.41","380.22","380.32","372.01","123.35M","-2.44%"
"01/26/2021","383.79","385.41","385.85","383.54","42.67M","-0.16%"
"01/25/2021","384.39","383.67","384.77","378.46","70.40M","0.39%"
"01/22/2021","382.88","382.25","384.13","381.83","52.14M","-0.35%"
"01/21/2021","384.24","384.49","384.95","383.25","47.96M","0.09%"
"01/20/2021","383.89","381.11","384.79","380.69","61.84M","1.38%"
"01/19/2021","378.65","378.34","379.23","376.75","51.23M","0.79%"
"01/15/2021","375.70","376.72","377.58","373.70","107.16M","-0.73%"
"01/14/2021","378.46","380.59","381.13","378.10","49.99M","-0.35%"
"01/13/2021","379.79","378.69","380.86","377.85","45.30M","0.27%"
"01/12/2021","378.77","378.89","379.86","376.36","52.55M","0.02%"
"01/11/2021","378.69","377.85","380.58","377.72","51.18M","-0.67%"
"01/08/2021","381.26","380.59","381.49","377.10","71.68M","0.57%"
"01/07/2021","379.10","376.10","379.90","375.91","68.77M","1.49%"
"01/06/2021","373.55","369.71","376.98","369.12","108.00M","0.60%"
"01/05/2021","371.33","368.10","372.50","368.05","66.43M","0.69%"
"01/04/2021","368.79","375.31","375.45","364.82","110.21M","-1.36%"
"12/31/2020","373.88","371.78","374.66","371.23","78.52M","0.51%"
"12/30/2020","371.99","372.34","373.10","371.57","49.46M","0.14%"
"12/29/2020","371.46","373.81","374.00","370.83","53.68M","-0.19%"
"12/28/2020","372.17","371.74","372.59","371.07","39.00M","0.86%"
"12/24/2020","369.00","368.08","369.03","367.45","26.46M","0.39%"
"12/23/2020","367.57","368.28","369.62","367.22","46.20M","0.09%"
"12/22/2020","367.24","368.21","368.33","366.03","48.39M","-0.17%"
"12/21/2020","367.86","364.97","378.46","362.03","96.39M","-0.36%"
"12/18/2020","369.18","370.97","371.15","367.02","136.54M","-0.82%"
"12/17/2020","372.24","371.94","372.46","371.05","64.12M","0.56%"
"12/16/2020","370.17","369.82","371.16","368.87","58.42M","0.16%"
"12/15/2020","369.59","367.40","369.59","365.92","64.07M","1.35%"
"12/14/2020","364.66","368.64","369.80","364.47","69.22M","-0.45%"
"12/11/2020","366.30","364.90","366.74","363.26","57.70M","-0.12%"
"12/10/2020","366.73","365.37","367.86","364.43","57.74M","-0.03%"
"12/09/2020","366.85","370.88","371.05","365.95","74.10M","-0.90%"
"12/08/2020","370.17","367.72","370.78","367.67","42.46M","0.29%"
"12/07/2020","369.09","369.02","369.62","367.72","48.94M","-0.21%"
"12/04/2020","369.85","367.32","369.85","367.22","50.75M","0.86%"
"12/03/2020","366.69","366.68","368.19","365.50","62.88M","-0.03%"
"12/02/2020","366.79","364.82","366.96","364.20","45.93M","0.21%"
"12/01/2020","366.02","365.57","367.68","364.93","74.50M","1.09%"
"11/30/2020","362.06","362.83","363.12","359.17","83.87M","-0.44%"
"11/27/2020","363.67","363.84","364.18","362.58","28.51M","0.28%"
"11/25/2020","362.66","363.13","363.16","361.48","45.33M","-0.15%"
"11/24/2020","363.22","360.21","363.81","359.29","62.42M","1.61%"
"11/23/2020","357.46","357.28","358.82","354.87","63.23M","0.60%"
"11/20/2020","355.33","357.50","357.72","355.25","70.41M","-0.68%"
"11/19/2020","357.78","355.60","358.18","354.15","59.94M","0.42%"
"11/18/2020","356.28","360.91","361.50","356.24","70.59M","-1.20%"
"11/17/2020","360.62","359.97","361.92","358.34","66.11M","-0.54%"
"11/16/2020","362.57","360.98","362.78","359.59","74.54M","1.25%"
"11/13/2020","358.10","355.27","358.90","354.71","62.96M","1.38%"
"11/12/2020","353.21","355.58","356.72","351.26","68.12M","-0.97%"
"11/11/2020","356.67","356.40","357.56","355.06","58.65M","0.74%"
"11/10/2020","354.04","353.49","355.18","350.51","85.55M","-0.15%"
"11/09/2020","354.56","363.97","364.38","354.06","172.30M","1.26%"
"11/06/2020","350.16","349.93","351.51","347.65","74.97M","-0.02%"
"11/05/2020","350.24","349.24","352.19","348.86","82.04M","1.95%"
"11/04/2020","343.54","340.86","347.94","339.59","126.96M","2.23%"
"11/03/2020","336.03","333.69","338.25","330.29","93.29M","1.77%"
"11/02/2020","330.20","330.20","332.36","327.24","86.07M","1.12%"
"10/30/2020","326.54","328.28","329.69","322.60","120.45M","-1.04%"
"10/29/2020","329.98","326.91","333.39","325.09","90.60M","1.02%"
"10/28/2020","326.66","332.10","338.25","326.13","127.09M","-3.42%"
"10/27/2020","338.22","339.76","340.12","337.99","65.99M","-0.34%"
"10/26/2020","339.39","342.13","342.98","335.62","91.47M","-1.85%"
"10/23/2020","345.78","345.93","345.99","343.13","49.14M","0.34%"
"10/22/2020","344.61","342.96","345.24","340.65","55.40M","0.55%"
"10/21/2020","342.73","343.33","348.68","342.40","63.57M","-0.19%"
"10/20/2020","343.38","343.46","346.88","342.64","60.05M","0.40%"
"10/19/2020","342.01","348.65","349.33","341.04","68.43M","-1.52%"
"10/16/2020","347.29","348.96","350.75","347.10","89.50M","-0.06%"
"10/15/2020","347.50","343.71","348.02","343.13","60.36M","-0.12%"
"10/14/2020","347.93","350.75","351.93","347.14","57.96M","-0.63%"
"10/13/2020","350.13","352.28","352.47","349.09","73.26M","-0.65%"
"10/12/2020","352.43","349.59","354.02","349.06","80.39M","1.61%"
"10/09/2020","346.85","345.56","347.35","344.89","59.53M","0.89%"
"10/08/2020","343.78","342.85","343.85","341.86","45.24M","0.89%"
"10/07/2020","340.76","338.12","341.63","338.09","57.00M","1.74%"
"10/06/2020","334.93","339.91","342.17","334.38","90.13M","-1.42%"
"10/05/2020","339.76","336.06","339.96","336.01","45.71M","1.77%"
"10/02/2020","333.84","331.70","337.01","331.19","89.43M","-0.95%"
"10/01/2020","337.04","337.69","338.74","335.01","88.70M","0.64%"
"09/30/2020","334.89","333.09","338.29","332.88","104.08M","0.76%"
"09/29/2020","332.37","333.97","334.77","331.62","51.53M","-0.54%"
"09/28/2020","334.19","333.22","334.96","332.15","64.58M","1.66%"
"09/25/2020","328.73","322.58","329.58","321.64","71.07M","1.62%"
"09/24/2020","323.50","321.22","326.80","319.80","76.68M","0.27%"
"09/23/2020","322.64","330.90","331.20","322.10","93.11M","-2.32%"
"09/22/2020","330.30","328.57","330.90","325.86","63.61M","1.02%"
"09/21/2020","326.97","325.70","327.13","321.73","99.45M","-1.11%"
"09/18/2020","330.65","335.37","335.49","327.97","105.88M","-1.55%"
"09/17/2020","335.84","333.56","337.70","332.99","91.52M","-0.88%"
"09/16/2020","338.82","341.51","343.06","338.52","82.21M","-0.40%"
"09/15/2020","340.17","341.12","342.02","338.47","52.92M","0.51%"
"09/14/2020","338.46","337.49","340.38","334.22","65.61M","1.32%"
"09/11/2020","334.06","335.82","336.97","331.00","84.68M","0.05%"
"09/10/2020","333.89","341.82","342.53","332.85","90.57M","-1.74%"
"09/09/2020","339.79","337.55","342.46","336.61","91.46M","1.97%"
"09/08/2020","333.21","336.71","342.64","332.88","114.47M","-2.73%"
"09/04/2020","342.57","346.13","347.83","334.87","139.16M","-0.82%"
"09/03/2020","345.39","355.87","356.38","342.59","148.01M","-3.44%"
"09/02/2020","357.70","354.67","358.75","353.43","69.54M","1.45%"
"09/01/2020","352.60","350.21","352.71","349.24","55.00M","0.94%"
"08/31/2020","349.31","350.35","351.30","349.06","66.10M","-0.36%"
"08/28/2020","350.58","349.44","350.72","348.15","48.59M","0.65%"
"08/27/2020","348.33","348.51","349.90","346.53","58.03M","0.22%"
"08/26/2020","347.57","344.76","347.86","344.17","50.79M","1.00%"
"08/25/2020","344.12","343.53","344.21","342.27","38.46M","0.35%"
"08/24/2020","342.92","342.12","343.00","339.45","48.59M","1.01%"
"08/21/2020","339.48","337.92","339.72","337.55","55.11M","0.35%"
"08/20/2020","338.28","335.36","338.80","335.22","42.21M","0.31%"
"08/19/2020","337.23","339.05","339.61","336.62","68.05M","-0.42%"
"08/18/2020","338.64","338.34","339.10","336.61","38.73M","0.22%"
"08/17/2020","337.91","337.94","338.34","336.85","35.48M","0.32%"
"08/14/2020","336.84","336.41","337.42","335.62","47.26M","0.00%"
"08/13/2020","336.83","336.61","338.25","335.83","41.82M","-0.18%"
"08/12/2020","337.44","335.44","338.28","332.84","53.83M","1.39%"
"08/11/2020","332.80","336.85","337.54","332.01","69.60M","-0.83%"
"08/10/2020","335.57","335.06","335.77","332.95","44.28M","0.30%"
"08/07/2020","334.57","333.28","334.88","332.30","57.31M","0.07%"
"08/06/2020","334.33","331.48","334.46","331.13","43.68M","0.67%"
"08/05/2020","332.11","331.47","332.39","331.18","42.87M","0.62%"
"08/04/2020","330.06","327.86","330.06","327.86","41.92M","0.39%"
"08/03/2020","328.79","328.32","329.62","327.73","53.08M","0.70%"
"07/31/2020","326.52","325.90","326.63","321.33","85.21M","0.79%"
"07/30/2020","323.96","321.90","324.41","319.64","61.86M","-0.36%"
"07/29/2020","325.12","322.12","325.73","322.07","48.45M","1.23%"
"07/28/2020","321.17","322.43","323.64","320.85","57.49M","-0.63%"
"07/27/2020","323.22","321.63","323.41","320.77","48.29M","0.73%"
"07/24/2020","320.88","320.95","321.99","319.25","73.77M","-0.64%"
"07/23/2020","322.96","326.47","327.23","321.48","75.74M","-1.19%"
"07/22/2020","326.86","324.62","327.20","324.50","57.79M","0.57%"
"07/21/2020","325.01","326.45","326.93","323.94","57.50M","0.21%"
"07/20/2020","324.32","321.43","325.13","320.62","56.31M","0.81%"
"07/17/2020","321.72","321.88","322.57","319.74","62.77M","0.29%"
"07/16/2020","320.79","319.79","321.28","319.09","54.62M","-0.33%"
"07/15/2020","321.85","322.41","323.04","319.26","87.20M","0.92%"
"07/14/2020","318.92","313.30","319.76","312.00","93.66M","1.30%"
"07/13/2020","314.84","320.13","322.71","314.13","103.00M","-0.87%"
"07/10/2020","317.59","314.31","317.88","312.76","57.55M","1.02%"
"07/09/2020","314.38","316.84","317.10","310.68","83.35M","-0.57%"
"07/08/2020","316.18","314.61","316.30","312.70","54.64M","0.76%"
"07/07/2020","313.78","315.38","317.52","313.37","82.91M","-1.03%"
"07/06/2020","317.05","316.37","317.68","315.56","61.71M","1.54%"
"07/02/2020","312.23","314.24","315.70","311.51","69.34M","0.55%"
"07/01/2020","310.52","309.57","311.89","309.07","72.40M","0.70%"
"06/30/2020","308.36","303.99","310.20","303.82","113.39M","1.28%"
"06/29/2020","304.46","301.41","304.61","298.93","79.77M","1.47%"
"06/26/2020","300.05","306.16","306.39","299.42","127.96M","-2.38%"
